Verse,Meter,char_count,new_char_count,word_count,Stressed_Verse
stands the envy of mankind,trochaic,8,26,5,swswsws
peace in vain attempts to find,trochaic,8,30,6,swswsws
thirst of wealth no quiet knows,trochaic,8,31,6,swswsws
but near the deathbed siercer grows,trochaic,8,35,6,wswswswsw
wounding men with secret stings,trochaic,8,31,5,swswsws
for evils it on others brings,trochaic,8,29,6,wswswsws
war who not discreetly shuns,trochaic,8,28,5,swswsws
thorough life the gauntlet runs,trochaic,8,31,5,swswsws
swords and pikes and waves and flames,trochaic,8,37,7,wswswsw
each their stroke against him aims,trochaic,8,34,6,wwswsws
love if such a thing there be,trochaic,8,29,7,wswswsw
is all despair or extasie,trochaic,8,25,5,wswswsws
poetry's the feav'rish fit,trochaic,8,26,4,swswsws
th' o'erslowing of unbounded wit c,trochaic,8,34,6,wswswswsws
swift for the antients has argu'd so well,anapaestic,10,41,8,wswswswswsw
'tis apparent from thence that the moderns excel,anapaestic,10,48,8,swsswswwssws
tho' cheerful discreet and with freedom well bred,anapaestic,10,49,8,wswswswswsw
she never repented an idle word said,anapaestic,10,36,7,wswswswswsw
securely she smiles on the forward and bold,anapaestic,10,43,8,wswswswswsw
they feel what they owe her and feel it untold,anapaestic,10,46,10,wswwswswsws
lovely shines thy wedded fair,trochaic,8,29,5,swswsws
gentle as the yielding air,trochaic,8,26,5,swswsws
cheering as the solar beam,trochaic,8,26,5,swswsws
soothing as the fountainstream,trochaic,8,30,4,swswsws
why then jealous husband rail,trochaic,8,29,5,wwswsws
all may breathe the ambient gale,trochaic,8,32,6,wwswswsw
bask in heaven's diffusive ray,trochaic,8,30,5,swsswsws
drink the streams that pass away,trochaic,8,32,6,swswsws
all may share unless'ning joy,trochaic,8,29,5,wwswsws
why then jealous peevish boy,trochaic,8,28,5,wwswsws
water air and light confine,trochaic,8,27,5,swswsws
ere thou think'st her only thine,trochaic,8,32,6,swswsws
ever busy'd ne'er employ'd,trochaic,8,26,4,swswsws
ever loving ne'er enjoy'd,trochaic,8,25,4,swswsws
ever doom'd to seek and miss,trochaic,8,28,6,swswsws
and pay unbless'd the price of bliss,trochaic,8,36,7,wswswsws
have my friends in the town in the gay busy town,anapaestic,10,48,11,wswswswswssw
forgot such a man as john dyer,anapaestic,10,30,7,wswswswsw
or heedless despise they or pity the clown,anapaestic,10,42,8,wswswswswsw
whose bosom no pageantries fire,anapaestic,10,31,5,wsswsswsw
no matter no matter content in the shades,anapaestic,10,41,8,wsswswswsws
contented why every thing charms me,anapaestic,10,35,6,wswswswsws
fall in tunes all adown the green steep ye cascades,anapaestic,10,51,10,wswswswswsws
till hence rigid virtue alarms me,anapaestic,10,33,6,swswswsws
till outrage arises or misery needs,anapaestic,10,35,6,wsswsswswsw
the swift the intrepid avenger,anapaestic,10,30,5,swswswsws
till sacred religion or liberty bleeds,anapaestic,10,38,6,wsswsswswsw
then mine be the deed and the danger,anapaestic,10,36,8,wswswswsw
alas what a folly that wealth and domain,anapaestic,10,40,8,wswwswswsws
we heap up in sin and in sorrow,anapaestic,10,31,8,wswswswsw
immense is the toil yet the labour how vain,anapaestic,10,43,9,wswswswswsw
is not life to be over tomorrow,anapaestic,10,31,7,wswswswsws
then glide on my moments the few that i have,anapaestic,10,44,10,wswwswswsws
smoothshaded and quiet and even,anapaestic,10,31,5,swswswsws
while gently the body descends to the grave,anapaestic,10,43,8,wswswswswsw
and the spirit arises to heaven,anapaestic,10,31,6,wwsswsswsw
pollio would'st thou condescend,trochaic,8,31,4,sswswsws
here to see thy humble friend,trochaic,8,29,6,wwswsws
far from doctors potions pills,trochaic,8,30,5,swswsws
drinking health on native hills,trochaic,8,31,5,swswsws
thou the precious draught may'st share,trochaic,8,38,6,wwswsws
lucy shall the bowl prepare,trochaic,8,27,5,swswsws
from the brousing goat it flows,trochaic,8,31,6,wwswsws
from each balmy shrub that grows,trochaic,8,32,6,wwswsws
hence the kidling's wanton fire,trochaic,8,31,5,swswswsw
hence the nerves that brace his fire,trochaic,8,36,7,wswswsw
vigorous buxom young and gay,trochaic,8,28,5,sswswsws
thou like them shalt love and play,trochaic,8,34,7,wswswsw
what tho' far from silver thames,trochaic,8,32,6,swswsws
stately piles and courtly dames,trochaic,8,31,5,swswsws
here we boast a purer flood,trochaic,8,27,6,wwswsws
joys that stream from sprightly blood,trochaic,8,37,6,swswsws
here is simple beauty seen,trochaic,8,26,5,wwswsws
fair and cloath'd like beauty's queen,trochaic,8,37,6,swswsws
nature's hands the garbs compose,trochaic,8,32,5,swswsws
from the lilly and the rose,trochaic,8,27,6,wwswsws
or if charm'd with richer dies,trochaic,8,30,6,wwswsws
fancy every robe supplies,trochaic,8,25,4,swsswsws
shou'd perchance some highborn fair,trochaic,8,35,5,swswsws
absent claim thy tender care,trochaic,8,28,5,swswsws
here enraptur'd shalt thou trace,trochaic,8,32,5,swswsws
s's shape and r's face,trochaic,8,22,5,swswsw
while the waking dream shall pay,trochaic,8,32,6,wwswsws
many a wishing hopeless day,trochaic,8,27,5,sswswsws
domes with gold and toil unbought,trochaic,8,33,6,swswsws
rise by magick pow'r of thought,trochaic,8,31,6,swswswsw
where by artist's hand undrawn,trochaic,8,30,5,wwswsws
slopes the vale and spreads the lawn,trochaic,8,36,7,wswswsw
as if sportive nature meant,trochaic,8,27,5,wwswsws
here to mock the works of kent,trochaic,8,30,7,wswswsw
come and with thee bring along,trochaic,8,30,6,wswwsws
jocund tale and witty song,trochaic,8,26,5,swswsws
sense to teach and words to move,trochaic,8,32,7,wswswsw
arts that please adorn improve,trochaic,8,30,5,swswsws
and to gild the glorious scene,trochaic,8,30,6,wwswswsw
conscience spotless and serene,trochaic,8,30,4,swswsws
poor with all a ht's store,trochaic,8,26,6,wswswsw
lives the man who pines for more,trochaic,8,32,7,wswswsw
wretched he who doom'd to roam,trochaic,8,30,6,swswsws
never can be blest at home,trochaic,8,26,6,swswsws
nor retire within his mind,trochaic,8,26,5,swswsws
from th' ungrateful and unkind,trochaic,8,30,5,wswswsws
happy they whom crowds befriend,trochaic,8,31,5,swswsws
curs'd who on the crowd depend,trochaic,8,30,6,wswwsws
on the great one's peevish fit,trochaic,8,30,6,wwswsws
on the coxcomb's spurious wit,trochaic,8,29,5,wwswswsw
ever sentenc'd to bemoan,trochaic,8,24,4,swswsws
others failings in their own,trochaic,8,28,5,swswsws
if like them rejecting ease,trochaic,8,27,5,wwswsws
hills and health no longer please,trochaic,8,33,6,swswsws
quick descend thou may'st resort,trochaic,8,32,5,swswsws
to the viceroy's splendid court,trochaic,8,31,5,wwswsws
there indignant shalt thou see,trochaic,8,30,5,swswsws
cringing slaves who might be free,trochaic,8,33,6,swswsws
brib'd with titles hope or gain,trochaic,8,31,6,swswsws
tye their country's shameful chain,trochaic,8,34,5,swswsws
or inspir'd by heav'n's good cause,trochaic,8,34,6,wswswsws
waste the land with holy laws,trochaic,8,29,6,swswsws
while the gleanings of their power,trochaic,8,34,6,wwswswsw
lawyers lordlings priests devour,trochaic,8,32,4,swswswsw
now methinks i hear thee say,trochaic,8,28,6,swswsws
drink alone thy mountainwhey,trochaic,8,28,4,swswsws
wherefore tempt the irish shoals,trochaic,8,32,5,swswsws
sights like these are nearer paul's,trochaic,8,35,6,wswwsws
since the road of life's so ill,trochaic,8,31,7,wswswsw
i to pass it use this skill,trochaic,8,27,7,wswswsw
my frail carriage driving home,trochaic,8,30,5,swswsws
to its latest stage the tomb,trochaic,8,28,6,wwswsws
justice first in harness strong,trochaic,8,31,5,swswsws
marches stedfastly along,trochaic,8,24,3,swswsws
charity to smooth the pace,trochaic,8,26,5,swswsws
fills the next adjoining trace,trochaic,8,30,5,swswsws
independance leads the way,trochaic,8,26,4,swswsws
whom no heavy curb do's sway,trochaic,8,28,6,swswsws
truth an equal part sustains,trochaic,8,28,5,swswsws
all indulg'd the loosen'd reins,trochaic,8,31,5,swswsws
in the box sits vig'rous health,trochaic,8,31,6,wwswsws
shunning miry paths of wealth,trochaic,8,29,5,wswswsw
gaiety with easy smiles,trochaic,8,23,4,swswsws
ev'ry harsher step beguiles,trochaic,8,27,4,swswsws
whilst of nature or of fate,trochaic,8,27,6,swswsws
only this i wou'd intreat,trochaic,8,25,5,swswsws
the equipage might not decay,trochaic,8,28,5,wswswsws
till the worn carriage drops away,trochaic,8,33,6,wswswsws
evening now from purple wings,trochaic,8,29,5,swswsws
sheds the grateful gifts she brings,trochaic,8,35,6,swswsws
brilliant drops bedeck the mead,trochaic,8,31,5,swswsws
cooling breezes shake the reed,trochaic,8,30,5,swswsws
shake the reed and curl the stream,trochaic,8,34,7,wswswsw
silver'd o'er with cynthia's beam,trochaic,8,33,5,swswswsw
near the checquer'd lonely grove,trochaic,8,32,5,wwswsws
hears and keeps thy secrets love,trochaic,8,32,6,swswsws
stella thither let us stray i,trochaic,8,29,6,swswswsw
lightly o'er the dewy way,trochaic,8,25,5,swswsws
phoebus drives his burning car,trochaic,8,30,5,swswsws
hence my lovely stella far,trochaic,8,26,5,swswsws
in his stead the queen of night,trochaic,8,31,7,wswswsw
round us pours a lambent light,trochaic,8,30,6,wwswsws
light that serves but just to shew,trochaic,8,34,7,wswswsw
breasts that beat and cheeks that glow,trochaic,8,38,7,wswswsw
let us now in whisper'd joy,trochaic,8,27,6,swswsws
evening's silent hours employ,trochaic,8,29,4,swswssws
silence best and conscious shades,trochaic,8,33,5,swswsws
please the hearts that love invades,trochaic,8,35,6,swswsws
other pleasures give them pain,trochaic,8,30,5,swswsws
lovers all but love disdain,trochaic,8,27,5,swswsws
phoebus now with fainter fire,trochaic,8,29,5,swswswsw
gilds the hamlet's pointed spire,trochaic,8,32,5,swswsws
dews descending bless the soil,trochaic,8,30,5,swswsws
eve suspends the peasant's toil,trochaic,8,31,5,swswsws
o'er the panzychequer'd plains,trochaic,8,30,4,wwswsws
whistling tread the jocund swains,trochaic,8,33,5,swswsws
marking now with glist'ning eyes,trochaic,8,32,5,swswsws
smoak ascending from the skies,trochaic,8,30,5,swswsws
token of the housewife's care,trochaic,8,29,5,swswsws
earnest of their simple fare,trochaic,8,28,5,swswsws
pleas'd the toils of day are o'er,trochaic,8,33,7,wswswsw
rich without the miser's store,trochaic,8,30,5,swswsws
blest with love and rosy health,trochaic,8,31,6,swswsws
anxious for no other wealth,trochaic,8,27,5,swswsws
careless of the coming day,trochaic,8,26,5,swswsws
each pursues his homeward way,trochaic,8,29,5,swswsws
in no borrow'd charms array'd,trochaic,8,29,5,swswsws
mark the lovely milkingmaid,trochaic,8,27,4,swswsws
poising well the foaming pail,trochaic,8,29,5,swswsws
trip along the pasture dale,trochaic,8,27,5,swswsws
to direct her truelove's way,trochaic,8,28,5,swswswsw
loud she tunes her chearful lay,trochaic,8,31,6,swswswsw
he descending from the hill,trochaic,8,27,5,swswsws
meets her by the clacking mill,trochaic,8,30,6,wswwsws
homeward as they drive the cows,trochaic,8,31,6,swswsws
he repeats his artless vows,trochaic,8,27,5,swswsws
as the church they loit'ring pass,trochaic,8,33,6,wwswsws
rosy blushes tinge the lass,trochaic,8,27,5,swswsws
if the theme the swain pursues,trochaic,8,30,6,wwswsws
soon the priest shall have his dues,trochaic,8,35,7,wswswsw
rustling from the noisy school,trochaic,8,30,5,swswsws
heedless of the ferril's rule,trochaic,8,29,5,swswsws
heirs to nature's purest joys,trochaic,8,29,5,swswsws
mark the happy village boys,trochaic,8,27,5,swswsws
foes declar'd to rest and peace,trochaic,8,31,6,swswsws
o'er the green pursue the geese,trochaic,8,31,6,wwswsws
summon'd by their cackling cries,trochaic,8,32,5,swswswsw
to the spot the housewife hies,trochaic,8,30,6,wwswsws
arm'd with distaff 'stead of steel,trochaic,8,34,6,wswswsw
soon the foe her distaff feel,trochaic,8,29,6,wswswsw
quickly scar'd the truants fly,trochaic,8,30,5,swswsws
homewards now in haste they hie,trochaic,8,31,6,swswsws
guardians of the village wealth,trochaic,8,31,5,swswwsws
foes declar'd to fraud and stealth,trochaic,8,34,6,swswsws
tenants of the chearful hearth,trochaic,8,30,5,swswswsw
frequent cause of harmless mirth,trochaic,8,32,5,swswsws
welcome to their master's board,trochaic,8,31,5,swswsws
partners of his scanty hoard,trochaic,8,28,5,swswsws
see before the wicket gate,trochaic,8,26,5,swswsws
curs parade in mimic state,trochaic,8,26,5,swswsws
heedless of the proffer'd bone,trochaic,8,30,5,swswsws
eager still to guard their own,trochaic,8,30,6,swswsws
each his faithful service pays,trochaic,8,30,5,wwswsws
and with threat'ning aspect bays,trochaic,8,32,5,wwswsws
waken'd by the various note,trochaic,8,27,5,swswswsw
echo quits her cave remote,trochaic,8,26,5,swswsws
wandering o'er the dewy plain,trochaic,8,29,5,swswwsws
warbles still the varied strain,trochaic,8,31,5,swswsws
mark the village murmurs cease,trochaic,8,30,5,swswsws
night appears with balmy peace,trochaic,8,30,5,swswsws
each extend their silent reign,trochaic,8,30,5,swswsws
o'er the peaceful village plain,trochaic,8,31,5,wwswsws
lovelorn maidens dream of bliss,trochaic,8,31,5,swswsws
sleeping yield the balmy kiss,trochaic,8,29,5,swswsws
coy no more with rapture crown,trochaic,8,30,6,wswwsws
those on whom they us'd to frown,trochaic,8,32,7,wswswsw
prudence leagu'd with subtle art,trochaic,8,32,5,swsswsws
sways no more the yielding heart,trochaic,8,32,6,wswwsws
fancy now with visions bless'd,trochaic,8,30,5,swswsws
crown's the cotter's peaceful rest,trochaic,8,34,5,swswsws
happy thrice the harmless swain,trochaic,8,31,5,swswsws
tenant of the peaceful plain,trochaic,8,28,5,swswsws
far from business noise and strife,trochaic,8,34,6,swswsws
blest with every sweet of life,trochaic,8,30,6,swswswsw
far from all the toil of state,trochaic,8,30,7,wswswsw
all oppressions of the great,trochaic,8,28,5,swswsws
dancing blythe his nymph he leads,trochaic,8,33,6,swswsws
o'er the carpet of the meads,trochaic,8,28,6,wwswsws
while his neighbour's pipe or horn,trochaic,8,34,6,wwswsws
lulls the night or cheers the morn,trochaic,8,34,7,wswswsw
healthy joy from labour springs,trochaic,8,31,5,swswsws
healthy joy the wish of kings,trochaic,8,29,6,swswsws
here providence in bounty flows,trochaic,8,31,5,wswswsws
and joys on every sense bestows,trochaic,8,31,6,wswsswsws
here earth affords her kind increase,trochaic,8,36,6,wswswsws
with virtue gain'd enjoy'd in peace,trochaic,8,35,6,wswswsws
the harvest rich the fruitage fair,trochaic,8,34,6,wswswsws
repay the cultivator's care,trochaic,8,27,4,wswswsws
hills where sportive lambkins stray,trochaic,8,35,5,swswsws
flocks that fleecy tribute pay,trochaic,8,30,5,swswsws
crystal streams whose murmuring rills,trochaic,8,37,5,swswswsw
stray between the flowery hills,trochaic,8,31,5,swswswsw
meeting from a hundred dells,trochaic,8,28,5,swswsws
till the foaming river swells,trochaic,8,29,5,wwswsws
swells beyond restraint and laves,trochaic,8,33,5,swswsws
happy lands with welcome waves,trochaic,8,30,5,swswsws
while the crystal of the floods,trochaic,8,31,6,wwswsws
mocks the waving of the woods,trochaic,8,29,6,swswsws
here flowers in sweet confusion strown,trochaic,8,38,6,wsswswsws
o'er the verdant mead are blown,trochaic,8,31,6,wwswsws
narcissus near the rivers fair,trochaic,8,30,5,wswswsws
smiles at itself reflected there,trochaic,8,32,5,wswswsws
sad emblem of that lover's pride,trochaic,8,32,6,wswswsws
who for himself too fondly died,trochaic,8,31,6,wswswsws
the crowfoot here with golden hue,trochaic,8,33,6,wswswsws
the cowslips sweet the violets blue,trochaic,8,35,6,wswswswsw
the blushing pinks and lilies pale,trochaic,8,34,6,wswswsws
like virgins fair like virgins frail,trochaic,8,36,6,wswswsws
soft daffodils of early bloom,trochaic,8,29,5,wswswsws
and daisies earful of the gloom,trochaic,8,31,6,wswswswsw
but ah those beauties soon must fall,trochaic,8,36,7,wswswsws
the ruthless scythe which levels all,trochaic,8,36,6,wswswsws
must sweep their harmless sweets away,trochaic,8,37,6,wswswsws
and give their colours to decay,trochaic,8,31,6,wswswsws
here lofty groves invade the sky,trochaic,8,32,6,wswswsws
and all the tempest's rage defy,trochaic,8,31,6,wswswsws
the solid oak that awes the main,trochaic,8,32,7,wswswsws
the spreading elm of coarser grain,trochaic,8,34,6,wswswsws
the elastic eugh whose distant wound,trochaic,8,36,6,swswswsws
with england's rivals heap'd the ground,trochaic,8,39,6,wswswsws
the stubborn holly rough and bold,trochaic,8,33,6,wswswsws
that spreads her verdure to the cold,trochaic,8,36,7,wswswsws
and boasts her berries fair and ripe,trochaic,8,36,7,wswswsws
beneath december's icy gripe,trochaic,8,28,4,wswswsws
all all destruction's power shall feel,trochaic,8,38,6,wswswswsw
and fall before the fatal steel,trochaic,8,31,6,wswswsws
