Verse,Meter,Stressed_Verse
for since the birth of time throughout all ages and nations,dactyl,wswswswswsswsw
meekly she bowed her own and murmured 'father i thank thee',dactyl,wswswswswswsws
but reason heard and nature well perused,iambic,wswswswsws
a knight of eighteen hundred pounds a year,iambic,wswswswsws
stretch their long arms to join the distant main,iambic,wswswswsws
as such is love by realms ador'd,iambic,wswswsws
would man but gather he might live for ever,iambic,wswswswswsw
committed once into the public arms,iambic,wswswswsws
cent'ring at last in having none at all,iambic,wswswswsws
my self transported to a rising ground,iambic,wswswswsws
the fairest garlands of th' aonian grove,iambic,wswsswswswsw
is bright with spouting rills the vital stream,iambic,wswswswsws
had never yet been sent,iambic,wswsws
while vile apostates tremble in a calm,iambic,wswswswsws
'for me the beau has aim'd to be a wit,iambic,wswswswsws
or jealousy with rank'ling tooth,iambic,wswswsws
the pious office unperform'd he left,iambic,wswswswsws
with joy i started nor approach'd too near,iambic,wswswswsws
across his path was rais'd a mossy bed,iambic,wswswswsws
shut from the common air and common use,iambic,wswswswsws
nor is paul's church more safe than paul's churchyard,iambic,swswswswsw
more lov'd more known and justly more admir'd,iambic,wswswswswsw
redeem our fame and consecrate our age,iambic,wswswswsws
this image on the medal place'd,iambic,wswswsws
where wellworn slaves obsequious to the call,iambic,wswswswswsw
phoebus himself shall leave th' aonian grove,iambic,swswswswssw
no more in iron bonds the wretched groan,iambic,wswswswsws
arise o lord and hear thy people's call,iambic,wswswswsws
that corfe and kingston gentry think you mad,iambic,wswswswsws
the billows booming o'er his head,iambic,wswswsws
you'll find in sure revenge affronted love,iambic,wswswswsws
still with th' entraptur'd strains the valleys ring,iambic,swswswswssw
and her moist palm with eager fingers press,iambic,wswswswsws
the painful cares that vex the toilsome spring,iambic,wswswswsws
no pompous grandeur there adorns the grove,iambic,wswswswsws
for fix'd or worth her thought this rolling ball,iambic,wswswswsws
then clad in weeds of woe i see thee come,iambic,wswswswsws
ah draw the veil shrill trembles thro' the air,iambic,wswswswsws
one meal or shelter for one moment there,iambic,wswswswsws
to yonder stars for other ends they shine,iambic,wswswswsws
by supplemental shifts the best he may,iambic,wswswswsws
something eternal had there e'er been nought,iambic,wswswswsws
should rank with thee thou scum of earth,iambic,wswswsws
the courtier breaks his word 'tis true,iambic,wswswswsw
with the soft thrillings of the tragic muse,iambic,wswswswsws
then all at once in air dissolves the wondrous show,iambic,wswswswswsws
o thou full of beauty full of fame,iambic,swswswsws
lorenzo thou hast seen if thine to see,iambic,wswswswsws
and to his radiant father's pallace came,iambic,wswsswswsws
receive my sayings with a stedfast ear,iambic,wswswswsws
replete with heavenly love,iambic,wswswsw
is but a false agreeable design,iambic,wswswswsws
verse in the finest mould of fancy cast,iambic,wswswswsws
ah paphian venus faithless as the seas,iambic,wsswswswsws
and fill'd and rapt each selfaccusing soul,iambic,wswswswsws
before the silent masters of the world,iambic,wswswswsws
which to her fate shall owe her bloom,iambic,wswswsws
sees every pass secur'd and fences whole,iambic,wsswswswsws
while joins and mixes to thy hand,iambic,wswswsws
on what green medal virtue stands express'd,iambic,wswswswsws
o thou whose powerful voice,iambic,wswswsw
than to betray his country and in act,iambic,wswswswsws
true to his king and to the public just,iambic,wswswswsws
suppress suppress thy grief my child,iambic,wswswsws
whose footsteps these immortals have been here,iambic,wswswswsws
dishevel'd lo her beauteous tresses fly,iambic,wswswswsws
with one small mess himself and that sustains,iambic,wswswswsws
and turning to the prince their horses haunches,iambic,wswswswswsw
by cold contempt or favour's fostering sun,iambic,wswswswswsw
for much the treas'ry wanted a supply,iambic,wswswswsws
from thee their lustre drew since taught by thee,iambic,wswswswsws
the sun's defiance and the flock's defence,iambic,wswswswsws
the toils are great but very small the pay,iambic,wswswswsws
reckless ambition that right onwardn wends,iambic,sswswswswsw
or craggy coasts just rising into view,iambic,wswswswsws
that chas'd the slaves and we their flying game,iambic,wswswswsws
out of his feeble view and rising shade,iambic,wswswswsws
that half her terrors ended with his words,iambic,wswswswsws
and bears its flow'ry honours to the sky,iambic,wswswswsws
beheld the wanton cities of the plain,iambic,wswswswsws
spreads wide her arms of universal love,iambic,wswswswsws
nor kindling mounts to rage or melts to love,iambic,wswswswsws
the whole behold the fair contention glows,iambic,wswswswsws
what gars me a' turn cauld as death,iambic,wswswsws
can hopes of heav'n bright prospects of an hour,iambic,wswswswswsw
that crowns it yet not all its pride secures,iambic,wswswswsws
yet still he sues with suppliant hands and eyes,iambic,swswswsswsw
lo beauty withers in your void imbrace,iambic,wswswswsws
where revels frantic folly,iambic,wswswsw
our ancestry a gallant christian race,iambic,wswswswsws
and set the planets by the ears,iambic,wswswsws
hang his lank jaws and scowl despair,iambic,wswswsws
my ravish'd soul with secret wonder fraught,iambic,wswswswsws
thy looks should nothing thence but sweetness tell,iambic,wswswswsws
the slave of sunshine and of gloom,iambic,wswswsws
to the lark's call walks o'er the op'ning flow'r,iambic,wswswswswsw
who liv'd unhappily and greatly dy'd,iambic,wswswswsws
all fly to thee thou gentle dawn of peace,iambic,wswswswsws
to wander here where nature 'gins to wend,iambic,wswswswsws
and only bear the load of life,iambic,wswswsws
this to disclose is all thy guardian can,iambic,wswswswswsw
there on that rock by nature's chissel carv'd,iambic,wswswswsws
we trust him not too far king though he be,iambic,wswswswsws
that crown withheld which they in triumph wore,iambic,wswswswsws
who was when she these legacies design'd,iambic,wswswswsws
of this romantick wilderness once stood,iambic,wswswswsws
a poet's fortune not immense,iambic,wswswsws
nor turn the pilgrim from my door,iambic,wswswsws
betray thea founder of messiah's line,iambic,wswswswsws
his verse with tuneful fable rung,iambic,wswswsws
and lull'd thy slumbers with an airy song,iambic,wswswswsws
see cringing merit at the gates of pride,iambic,wswswswsws
'tis virtue only can the bard inspire,iambic,wswswswsws
that followd it as gentle day,iambic,wswswsws
while i was wand'ring on the neighbouring plain,iambic,wswswswswsw
he too beholding in the sacred light,iambic,wswswswsws
can long abuse a fond unthinking maid,iambic,wswswswsws
dost ask me when when he who died returns,iambic,wswswswsws
his chilling breath sweeps o'er the wat'ry plains,iambic,wswswswsws
has drest the groves in livery green,iambic,wswswswsw
unbiass'd truth your virtues friend,iambic,wswswsws
give them the taste of sweet and sour,iambic,wswswswsw
thro' heaven's illumin'd vault phoenice led,iambic,wswswswsws
from virtue's fount the purest joys outwell,iambic,wswswswsws
of innocence and undissembling truth,iambic,wswswswsws
i meditate my lightsome lay,iambic,wswswsws
is all exertion ever new,iambic,wswswsws
why with such warmth her charms you prais'd,iambic,wswswsws
then having viewed it with disdainful eyes,iambic,wswswswsws
what though abundance round his dwelling spreads,iambic,wswswswsws
and only virtue's friends be yours,iambic,wswswsws
and learn the wonders of olympian dew,iambic,wswswswswsw
taught her the savage nature to forget,iambic,wswswswsws
that erst resounded sweet on judah's plains,iambic,wswswswsws
the twilight is no more no doubtful gleams,iambic,wswswswsws
there was he pinch'd and pitied thump'd and fed,iambic,wswswswsws
she whitening o'er her downs diffusive pours,iambic,wswswwswsws
and led thee through a maze of sorrow to the grave,iambic,wswswswsswsw
to knot to twist to range the vernal bloom,iambic,wswswswsws
nor let the phial of thy vengeance pour'd,iambic,wswswswsws
torn out and blotted from the list of fame,iambic,wswswswsws
and with strong confidence lay hold on thee,iambic,wswswswsws
and oft have sally'd out to pillage,iambic,wswswswsw
great from the lustre of his crown,iambic,wswswsws
himself in arms to meet the foe prepares,iambic,wswswswsws
the gen'rous beast by pity sway'd,iambic,wswswsws
meanwhile the farmer quits his elbowchair,iambic,wswswswsws
who seeks secure to rule be first her care,iambic,wswswswsws
the cruel world is not my friend,iambic,wswswsws
in vain persuade inexorable grief,iambic,wswswswsws
or raise old warriors whose ador'd remains,iambic,wswswswsws
a stranger to the savage arts of life,iambic,wswswswsws
foulded your tender arms and slept agen,iambic,swswswswsw
polly each morn shall fill our tea,iambic,swswswsw
what can advance in these degenerate days,iambic,wswswswswsw
and catch their dewy nectar from the skies,iambic,wswswswsws
hast lost thy pipe or is thy garland dead,iambic,wswswswsws
a mine to satisfy the enormous cost,iambic,wswswswswsw
till you so oft your amorous crimes repeat,iambic,wswswsswsws
earth's various lap produces vigour gives,iambic,wsswswswsws
fierce rams and panthers break the tatter'd net,iambic,wswswswsws
far with the loves each blissful omen speeds,iambic,wswswswsws
and whips and tyburn testify their crimes,iambic,wswswswsws
enclos'd within its od'rous cells,iambic,wswswsws
a copper otho or a scotch baube,iambic,wswswswsw
in public rage all private love was sunk,iambic,wswswswsws
to thee my fair the chearful linnet sings,iambic,wswswsswsws
shine without warmth another song prepare,iambic,wswswswsws
this you ocelia by experience find,iambic,wswsswswswsw
no more your highdescended fame we view,iambic,wswswswsws
well met he cries and happy sure for each,iambic,wswswswsws
where heated fancy forms the flatt'ring scheme,iambic,wswswswsws
and darts through nature at a single glance,iambic,wswswswsws
my claycold cell and near the common tread,iambic,wswswswsws
the bellying sails will whiten all your channel,iambic,wsswswswswsw
must be with thine transmitted down to shame,iambic,wswswswsws
ten thousand glittering lamps the skies adorning,iambic,wswsswswswsw
where yon scath'd poplar through the window waves,iambic,wswswswsws
and revel in the shade,iambic,wswsws
have faculty by nature to subsist,iambic,wswswswsws
yet cou'd not be inform'd where he might find,iambic,wswswswsws
i mourn the rigour of my instant fate,iambic,wswswswsws
where on hard beds the porous spunges grow,iambic,wswswswsws
rush'd in distraction to his daughter's chamber,iambic,wswswswswsw
o learn to read what silent love hath writ,iambic,wswswswsws
reflected that thy rays inflame the heart,iambic,wswswswsws
supporting on his knee the drooping head,iambic,wswswswsws
his mattin beam wide scattering tips with gold,iambic,wswswswswsw
despairing to be conquerable scorn'd,iambic,wswswswsws
fair virtue shone his open look,iambic,wswswsws
is all our whole of happiness full proof,iambic,wswswswsws
oblivion be thy blackest plume display'd,iambic,wsswswswsws
and adds his rapture to the gen'ral praise,iambic,wswswswsws
by man himself embroil'd the dire debate,iambic,wswswswsws
in vain each gilded turret rears its head,iambic,wswswswsws
some unregarded maiden hies,iambic,wswswsws
suspended sense and prove it fiction all,iambic,wswswswsws
